Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","Put/Call Vol","Options Vol","Put/Call OI","Total OI",Last
2023-05-18,19.29%,-0.59%,0.00%,0%,0.66494527680374,470064,1.0592554478378,2873518,318.52
2023-05-17,19.87%,-1.35%,0.00%,0%,1.2559375571374,357812,1.0528605820447,2832730,314
2023-05-16,21.22%,-0.11%,2.72%,1%,0.27848827603849,719670,0.97417595576294,2860425,311.74
2023-05-15,21.32%,+0.49%,3.19%,2%,0.62552553552987,243967,0.9794058850991,2811079,309.46
2023-05-12,20.84%,-0.30%,1.02%,0%,0.65428142655367,374794,0.98381653175357,2925441,308.97
2023-05-11,21.14%,+0.53%,2.36%,0%,0.72917627003662,397631,0.98621065431797,2894330,310.11
2023-05-10,20.61%,-1.42%,0.00%,0%,0.81659241861435,426941,0.97129733066078,2839297,312.31
2023-05-09,22.03%,+0.62%,3.52%,2%,0.6340738149379,252234,0.97329875520135,2799367,307
2023-05-08,21.41%,+0.14%,0.68%,1%,0.71400866292309,253651,0.97993804131344,2759701,308.65
2023-05-05,21.27%,-3.18%,0.03%,0%,0.68741736709911,496477,0.98076070350191,2908036,310.65
2023-05-04,24.45%,+1.12%,14.67%,7%,0.95134177509294,335943,0.97739060268357,2876957,305.41
2023-05-03,23.33%,+0.49%,9.53%,5%,0.91613718009959,292826,0.97767742946252,2852861,304.4
2023-05-02,22.84%,+1.27%,7.27%,2%,0.85753528362083,343514,0.97570923091257,2820319,305.41
2023-05-01,21.57%,+0.31%,1.43%,0%,0.91999005229454,277932,0.97150053135568,2767900,305.56
2023-04-28,21.26%,-1.59%,0.00%,0%,0.818874436739,853716,1.003873005755,2980194,307.26
2023-04-27,22.85%,-0.45%,4.23%,2%,0.89458548428918,884114,0.94752468258329,2814068,304.83
2023-04-26,23.30%,-6.60%,6.34%,5%,0.71984841186139,1074649,0.92651236118998,2656570,295.37
2023-04-25,29.90%,+1.01%,33.92%,39%,0.90070085585282,564090,0.92729129591154,2470269,275.42
2023-04-24,28.89%,+1.23%,29.60%,28%,0.94681819628816,305777,0.90861892326395,2395771,281.77
2023-04-21,27.65%,-1.32%,24.33%,19%,0.70283978988838,311211,0.90082201549298,2921476,285.76
2023-04-20,28.97%,+0.85%,29.96%,28%,0.60058411020361,288270,0.90368214014095,2876043,286.11
2023-04-19,28.13%,+0.20%,26.34%,22%,0.70612056556863,247727,0.90908469638731,2849391,288.45
2023-04-18,27.93%,+0.06%,25.50%,21%,0.66673971239724,281419,0.90351722640024,2804490,288.37
2023-04-17,27.87%,-0.29%,25.25%,19%,0.50499577616592,361655,0.90928718692857,2882869,288.8
2023-04-14,28.16%,-0.22%,26.49%,21%,0.70127581903857,456716,0.90701805888687,2897241,286.14
2023-04-13,28.39%,-1.82%,27.45%,23%,0.80197615918053,357813,0.89349000522387,2863506,289.84
2023-04-12,30.20%,-0.69%,35.22%,41%,0.63341188181953,420058,0.8754432955951,2830856,283.49
2023-04-11,31.27%,+1.15%,39.77%,50%,0.58051280347517,380578,0.88393630646822,2772655,282.83
2023-04-10,30.12%,+0.74%,34.87%,38%,0.62954333149335,307019,0.92315324808398,2845311,289.39
2023-04-06,29.39%,-0.35%,31.72%,30%,0.67882988660271,576945,0.89604174758921,2806758,291.6
2023-04-05,29.74%,-0.16%,33.23%,34%,0.90200614268856,243375,0.89663701899679,2786431,284.34
2023-04-04,29.90%,+0.67%,33.93%,35%,0.75136937484736,351393,0.8897302959393,2752995,287.18
2023-04-03,29.23%,+0.83%,31.07%,29%,0.88408062333784,323052,0.96489440861739,2883569,287.23
2023-03-31,28.41%,-0.77%,27.54%,23%,0.68422293208747,478737,0.91108693279715,2889401,288.3
2023-03-30,29.18%,-0.07%,30.84%,28%,0.59680012219104,418178,0.91127851936035,2821997,284.05
2023-03-29,29.25%,-0.86%,31.13%,30%,0.863305014273,383157,0.90692926279243,2787963,280.51
2023-03-28,30.11%,-0.73%,34.83%,37%,0.95064116340712,299519,0.90152348444356,2764258,275.23
2023-03-27,30.85%,+1.32%,37.96%,44%,0.6365445241353,326525,0.94160876436615,2853895,276.38
2023-03-24,29.53%,+0.34%,32.34%,33%,0.60778023257352,486122,0.92122162824512,2831629,280.57
2023-03-23,29.19%,+0.36%,30.90%,30%,0.67687914954157,509181,0.9181797655041,2786440,277.66
2023-03-22,28.83%,+1.08%,29.36%,27%,0.54546840294412,496797,0.91515911439612,2727922,272.29
2023-03-21,27.75%,-1.80%,24.74%,22%,0.56081265887956,388043,0.9191788065692,2656677,273.78
2023-03-20,29.56%,-0.08%,32.45%,33%,0.82277584094978,483628,1.0312107727202,3016218,272.23
2023-03-17,29.64%,+1.37%,32.80%,35%,0.66611473884282,1054539,0.91690537562293,3046831,279.43
2023-03-16,28.27%,-3.63%,26.94%,25%,0.68546235233519,798417,0.89070427097936,2941518,276.2
2023-03-15,31.90%,+2.59%,42.45%,53%,0.95957846003,531616,0.86562908492477,2865860,265.44
2023-03-14,29.31%,-3.14%,31.41%,32%,1.0767194106671,363943,0.8398693630458,2786346,260.79
2023-03-13,32.89%,+1.81%,46.70%,61%,0.70282857091283,283005,0.84731870152552,2720513,253.92
2023-03-10,31.08%,+1.55%,38.96%,46%,0.90815445279031,335839,0.83429499569575,2823301,248.59
2023-03-09,29.53%,+2.37%,32.32%,33%,0.70412889672437,368281,0.8502387895976,2766181,252.32
2023-03-08,27.16%,+0.73%,22.20%,17%,0.95176980211323,181579,0.84798161776859,2739265,253.7
2023-03-07,26.43%,-0.62%,19.10%,15%,1.4158206690047,235586,0.86601639126584,2726291,254.15
2023-03-06,27.06%,+0.65%,21.77%,16%,0.88886375062846,300556,0.86078055792342,2783216,256.87
2023-03-03,26.40%,-1.26%,18.98%,14%,0.70989579077299,397573,0.82632522403785,2763073,255.29
2023-03-02,27.67%,-1.23%,24.38%,21%,0.73109653053001,287845,0.81818816833047,2733075,251.11
2023-03-01,28.90%,-0.31%,29.64%,26%,1.0510487117699,281730,0.8248604754031,2693974,246.27
2023-02-28,29.21%,+0.08%,30.97%,28%,0.51695814058445,201672,0.83988453288589,2639353,249.42
2023-02-27,29.13%,-0.35%,30.63%,28%,0.73699730941704,242094,0.79786507731483,2728138,250.16
2023-02-24,29.48%,+0.21%,32.14%,29%,0.75199014933087,345750,0.81655884939078,2660939,249.22
2023-02-23,29.27%,-0.39%,31.23%,28%,0.57772950833719,368261,0.81596139214124,2618215,254.77
2023-02-22,29.66%,-1.48%,32.90%,30%,0.68007802974884,289380,0.83737843915154,2565752,251.51
2023-02-21,31.14%,+3.49%,39.23%,42%,0.80438253019879,346999,0.88996653568864,2853222,252.67
2023-02-17,27.66%,-0.63%,24.33%,20%,0.86802305051127,497264,0.91090888724843,2831902,258.06
2023-02-16,28.29%,+1.45%,27.03%,23%,0.79633339038799,388308,0.9265848065938,2820603,262.15
2023-02-15,26.84%,-0.83%,20.83%,15%,0.92862384593263,388961,0.92361845132682,2758969,269.32
2023-02-14,27.67%,-2.15%,24.38%,20%,0.41236922949186,680423,0.8619023201813,2803228,272.17
2023-02-13,29.82%,+0.59%,33.57%,30%,0.55901081987549,678653,0.88920848815866,2869549,271.32
2023-02-10,29.23%,-0.80%,31.06%,27%,1.1779240347196,471220,0.86764575082701,2834737,263.1
2023-02-09,30.03%,+1.75%,34.49%,30%,0.62162169521061,595573,0.86589236220937,2784404,263.62
2023-02-08,28.29%,+2.35%,27.03%,22%,0.55374140655644,962563,0.88750805473462,2662634,266.73
2023-02-07,25.93%,-0.49%,16.97%,10%,0.48631448504095,822791,0.89960122420487,2528033,267.56
2023-02-06,26.42%,+0.16%,19.05%,14%,0.78169287445894,243267,0.94288714237728,2620164,256.77
2023-02-03,26.26%,+0.29%,18.36%,13%,0.76866144630042,519042,0.94455723762341,2593666,258.35
2023-02-02,25.96%,+2.40%,17.10%,11%,0.68366256581416,650744,0.92199569164487,2498210,264.6
2023-02-01,23.56%,-1.80%,6.83%,3%,0.77951843824488,345659,0.92496876335713,2463473,252.75
2023-01-31,25.36%,-0.88%,14.54%,7%,0.73839802120401,189056,0.93135355611479,2420577,247.81
2023-01-30,26.24%,+1.87%,18.29%,12%,1.0056267645772,302621,0.96763650602121,2708552,242.71
2023-01-27,24.37%,-1.48%,10.29%,4%,0.85320272417886,469937,0.91408708279705,2678361,248.15
2023-01-26,25.85%,+0.61%,16.62%,9%,1.0484866943568,612053,0.85601839319423,2571133,248
2023-01-25,25.24%,-6.69%,14.01%,5%,0.90373290076425,1146605,0.85184767315795,2478437,240.61
2023-01-24,31.93%,+0.46%,39.67%,48%,0.99520658146383,657241,0.82444006568145,2222168,242.04
2023-01-23,31.47%,-0.22%,37.86%,41%,0.59610608030771,409979,0.81523291915187,2742109,242.58
2023-01-20,31.69%,-2.99%,38.71%,43%,0.8940934531886,446703,0.7952663811468,2827374,240.21
2023-01-19,34.67%,+1.81%,50.60%,71%,1.1901559117859,349078,0.79983151278189,2792354,231.93
2023-01-18,32.86%,+0.36%,43.39%,53%,1.763358433905,489540,0.81059061801116,2761511,235.81
2023-01-17,32.51%,+0.77%,41.98%,51%,1.141511993383,323636,0.81428491369287,2816534,240.35
2023-01-13,31.74%,-1.05%,38.92%,44%,0.90076468128323,318169,0.79585077098673,2808540,239.23
2023-01-12,32.79%,-1.86%,43.09%,52%,0.89967779730521,441014,0.79687023841171,2771295,238.51
2023-01-11,34.65%,-0.19%,50.51%,70%,1.135605742744,468270,0.80015230327439,2735038,235.77
2023-01-10,34.84%,-0.69%,51.27%,72%,0.71426056472785,223963,0.79782895778351,2691474,228.85
2023-01-09,35.54%,-0.33%,54.03%,78%,0.82654334849569,349752,0.77611086860518,2783116,227.12
2023-01-06,35.87%,-3.20%,55.36%,80%,1.0964179811745,583974,0.79639844990605,2741022,224.93
2023-01-05,39.07%,+1.57%,68.10%,90%,1.1257879055265,537244,0.79723041196017,2687032,222.31
2023-01-04,37.50%,+0.97%,61.84%,87%,1.4157973782588,887907,0.80734271765033,2567249,229.1
2023-01-03,36.53%,+1.86%,57.98%,82%,1.0604897584581,246960,0.78976098943375,2628511,239.58
2022-12-30,34.66%,+0.76%,50.56%,73%,1.1287596369669,218134,0.7901415444554,2620880,239.82
2022-12-29,33.91%,-1.37%,47.54%,66%,1.1455579270607,254328,0.7850435440334,2577087,241.01
2022-12-28,35.28%,+1.07%,53.01%,77%,2.1051265110133,333680,0.7911251160716,2553865,234.53
2022-12-27,34.21%,+3.19%,48.74%,71%,0.95404985391931,157174,0.77590216168561,2656929,236.96
2022-12-23,31.01%,+0.16%,36.03%,42%,0.99448891430024,251162,0.78697192803134,2625907,238.73
2022-12-22,30.85%,+2.78%,36.63%,42%,1.1102630799118,320454,0.78214902448778,2589336,238.19
2022-12-21,28.07%,-1.55%,25.77%,23%,1.3060344121932,281719,0.7879734095237,2566997,244.43
2022-12-20,29.61%,-0.65%,31.81%,32%,0.87097042961886,247013,0.78430389818714,2520563,241.8
2022-12-19,30.26%,+0.13%,34.35%,37%,0.65226826771318,309873,0.78981276020336,2853724,240.45
2022-12-16,30.13%,-0.17%,33.84%,35%,0.74264848110283,369377,0.79628841001171,2906224,244.69
2022-12-15,30.31%,+2.33%,34.52%,37%,0.75821116603022,334730,0.79812749405204,2856829,249.01
2022-12-14,27.98%,-1.02%,25.43%,24%,0.83731685612944,439782,0.7928944627969,2799429,257.22
2022-12-13,29.00%,-2.66%,29.42%,30%,0.70301495536821,377945,0.77978464789653,2750602,256.92
2022-12-12,31.67%,+2.06%,39.82%,48%,0.7494143622607,259886,0.77276025042385,2807547,252.51
2022-12-09,29.60%,-0.90%,31.76%,33%,0.95631900654732,242922,0.78015105628554,2794385,245.42
2022-12-08,30.50%,-0.85%,35.26%,39%,0.90718903903043,232740,0.77944248990679,2769688,247.4
2022-12-07,31.35%,+0.78%,38.58%,46%,1.1330307784252,228422,0.78100780347514,2745867,244.37
2022-12-06,30.57%,+2.23%,35.52%,40%,0.66462640027717,245038,0.78226318739491,2718691,245.12
2022-12-05,28.34%,+2.30%,26.82%,29%,0.70837216579705,251129,0.81408148912536,2759998,250.2
2022-12-02,26.04%,-1.31%,17.86%,15%,0.81436880667308,314744,0.79727270706994,2749723,255.02
2022-12-01,27.35%,-0.14%,22.98%,23%,0.75744142166773,365119,0.79113507101616,2699837,254.69
2022-11-30,27.49%,-2.90%,23.54%,23%,0.8615320309393,458715,0.79263314548666,2642793,255.14
2022-11-29,30.40%,+0.31%,34.87%,39%,0.90914194065758,214263,0.80171084640828,2718079,240.33
2022-11-28,30.09%,+2.62%,33.67%,37%,0.71851362136535,288535,0.80603598689538,2665375,241.76
2022-11-25,27.47%,-0.07%,23.43%,24%,0.57835028769584,164311,0.79901595388484,2659640,247.49
2022-11-23,27.54%,-1.03%,23.85%,25%,0.70799309168132,327342,0.79579461143436,2618159,247.58
2022-11-22,28.57%,-1.36%,27.86%,31%,1.0703488128638,346094,0.79987138632665,2572171,245.03
2022-11-21,29.92%,-0.26%,35.33%,37%,0.73005091181969,267433,0.79836815352301,2923064,242.05
2022-11-18,30.18%,-1.06%,39.78%,38%,0.65226035797785,344873,0.8135577035495,2962753,241.22
2022-11-17,31.24%,-0.71%,43.55%,44%,0.73737063026691,271108,0.82002554876568,2937827,241.68
2022-11-16,31.95%,+0.04%,46.08%,51%,1.3346930291772,359440,0.8251714481315,2913972,241.73
2022-11-15,31.90%,-0.64%,46.20%,51%,0.56772464821701,411893,0.80111302107325,2885610,241.97
2022-11-14,32.54%,+2.37%,48.46%,55%,0.729753890163,280573,0.83664032562431,2951942,241.55
2022-11-11,30.17%,-0.69%,40.99%,40%,0.63903864089091,504383,0.80526727846022,2939959,247.11
2022-11-10,30.21%,-3.81%,41.13%,40%,0.5969359576053,563819,0.80050098217724,2884498,242.98
2022-11-09,34.02%,+1.46%,54.44%,70%,1.2956396371656,267504,0.78244113706851,2816683,224.51
2022-11-08,32.56%,+0.31%,49.33%,56%,0.82645826226792,299846,0.78195342241754,2789755,228.87
2022-11-07,32.25%,+0.34%,48.23%,55%,0.64408471719785,306316,0.76263328246058,2897718,227.87
2022-11-04,31.91%,-1.11%,47.06%,53%,0.68452435173377,443825,0.78037059873118,2884633,221.39
2022-11-03,33.02%,-0.92%,50.93%,60%,0.76014435315458,461883,0.78832611727283,2792997,214.25
2022-11-02,33.94%,+0.73%,54.67%,68%,0.59316177177215,381293,0.80718283606823,2726410,220.1
2022-11-01,33.22%,+1.06%,52.16%,63%,0.63910564056236,290302,0.80961128654899,2671540,228.17
2022-10-31,32.16%,+0.50%,48.51%,56%,0.58547008547009,214067,0.8044776472832,2819527,232.13
2022-10-28,31.66%,-1.99%,46.79%,52%,0.58104171454838,550329,0.79902749465774,2814422,235.87
2022-10-27,33.65%,+0.84%,53.65%,65%,0.50431013916501,567501,0.82771689598474,2733389,226.75
2022-10-26,32.81%,-4.16%,51.67%,59%,0.63079832160995,960762,0.8617490760569,2615979,231.32
2022-10-25,36.98%,-1.74%,65.77%,85%,0.84052695252791,508129,0.85653439000795,2477547,250.66
2022-10-24,38.72%,+0.04%,71.66%,89%,0.75153934509575,279057,0.79440839752872,2764715,247.25
2022-10-21,38.68%,-0.90%,71.53%,89%,0.77499567498991,307802,0.79557919334557,2823094,241.9938
2022-10-20,39.57%,-0.13%,74.56%,92%,0.82630195673311,240429,0.80107191928227,2786831,236.15
2022-10-19,39.71%,-0.41%,75.01%,93%,1.0735144710449,318384,0.82808529458804,2777580,236.48
2022-10-18,40.12%,-0.21%,76.40%,94%,0.72413211998652,266006,0.82016079627882,2736417,238.5
2022-10-17,40.32%,-1.10%,77.11%,94%,0.52985104724007,227599,0.81890861219582,2824123,237.53
2022-10-14,41.43%,+0.25%,80.85%,96%,0.93697214482943,310762,0.82716749525293,2812685,228.56
2022-10-13,41.18%,-1.83%,79.99%,96%,0.87983200416665,508910,0.82377219959677,2761689,234.24
2022-10-12,43.01%,+0.13%,86.20%,99%,1.3987302765918,323049,0.82706819099111,2711572,225.75
2022-10-11,42.88%,+0.73%,85.77%,99%,0.77140076349351,351267,0.83326776983284,2661023,225.41
2022-10-10,42.16%,+2.22%,83.31%,99%,0.88621847105713,329860,0.82218326277114,2735600,229.25
2022-10-07,39.94%,+2.10%,75.79%,96%,0.78480743201179,444376,0.85021279906527,2710991,234.24
2022-10-06,37.83%,+0.67%,68.67%,93%,0.90411458203898,229859,0.84723573396029,2679203,246.79
2022-10-05,37.17%,+1.78%,66.42%,91%,0.86846220677672,247319,0.84411719252068,2637130,249.2
2022-10-04,35.39%,-2.02%,60.41%,85%,0.63314466790366,349426,0.83814993567281,2586038,248.88
2022-10-03,37.42%,-2.97%,67.26%,92%,0.79266796369232,264449,0.82490716608621,2690165,240.74
2022-09-30,40.39%,+1.26%,77.32%,97%,0.71563947526608,339640,0.83612672450792,2661014,232.9
2022-09-29,39.13%,+1.89%,73.05%,95%,0.6996424765592,269548,0.8367569549347,2625161,237.5
2022-09-28,37.24%,-2.39%,66.65%,92%,0.70070777529286,332320,0.86262698614749,2589994,241.07
2022-09-27,39.62%,+2.03%,74.74%,96%,0.6602580362496,287995,0.85627133277482,2537031,0
2022-09-26,37.60%,+1.85%,67.88%,94%,0.72394506157504,242878,0.82568223826157,2597745,237.45
2022-09-23,35.75%,+2.88%,61.62%,90%,0.67678138793933,505231,0.86179070418165,2568344,237.92
2022-09-22,32.87%,-1.78%,51.86%,69%,0.94564714375625,420431,0.86116108952192,2504343,240.98
2022-09-21,34.65%,+1.48%,57.90%,83%,1.0531314089021,398443,0.87320575978625,2467780,238.95
2022-09-20,33.18%,+1.56%,52.90%,73%,0.62253879014043,264357,0.88569893784717,2411643,242.45
2022-09-19,31.61%,+0.06%,47.60%,63%,0.59823304533202,311876,0.77446885448822,2806885,244.52
2022-09-16,31.55%,-0.25%,47.39%,63%,0.85474603327951,403168,0.83696077563365,2863223,244.74
2022-09-15,31.80%,+1.60%,48.25%,64%,0.92049049453942,451056,0.83372913153958,2779794,245.38
2022-09-14,30.20%,-1.64%,42.83%,56%,1.0357136941145,245788,0.84373852344189,2761216,252.25
2022-09-13,31.85%,+4.27%,48.40%,65%,0.94072633402878,274409,0.84219488722049,2714301,251.99
2022-09-12,27.57%,+0.32%,33.93%,44%,0.86542724024065,164956,0.84758523633348,2780601,266.65
2022-09-09,27.25%,-1.77%,32.84%,42%,0.74442824977974,320755,0.83873948464152,2756048,264.46
2022-09-08,29.03%,-0.06%,38.85%,52%,0.81040435411892,240161,0.83750876418719,2722973,258.52
2022-09-07,29.08%,-3.36%,39.04%,53%,1.2497353581486,337917,0.84049493111515,2655144,258.09
2022-09-06,32.45%,+1.40%,50.44%,69%,0.76511971779621,266203,0.81524218525732,2700131,253.25
2022-09-02,31.05%,+0.95%,47.91%,62%,0.87029343226835,243991,0.82251669133597,2591883,256.06
2022-09-01,30.10%,-1.06%,44.81%,57%,0.66334823847432,279361,0.82529284167956,2557259,260.4
2022-08-31,31.15%,+1.04%,48.25%,62%,1.2464513130374,241662,0.83080973417282,2522237,261.47
2022-08-30,30.11%,-0.44%,44.86%,58%,0.61239346458744,216617,0.8379242369314,2479108,262.97
2022-08-29,30.55%,+1.03%,46.27%,59%,0.65689111468714,229607,0.81905011364742,2541766,265.23
2022-08-26,29.52%,+4.12%,42.92%,56%,0.82000113414339,353042,0.84757544373624,2531413,268.09
2022-08-25,25.39%,-0.54%,29.53%,35%,0.65555722665062,220156,0.84850266718309,2496035,278.86
2022-08-24,25.94%,-1.56%,31.30%,38%,0.92894164124706,220696,0.85663364276436,2462663,275.79
2022-08-23,27.50%,+0.31%,36.38%,48%,0.6884748340708,244221,0.88061176617771,2405152,276.44
2022-08-22,27.19%,+3.25%,35.37%,46%,0.8629698501022,262485,0.94039599754463,2658457,277.75
2022-08-19,23.94%,+1.41%,24.83%,31%,1.0189251164457,281741,0.93736859972288,2659453,286.15
2022-08-18,22.53%,-0.55%,20.25%,24%,0.66611799914493,233823,0.9361922598501,2629018,290.17
2022-08-17,23.08%,+1.10%,22.02%,27%,0.81554993456304,309357,0.93665231044292,2556352,291.32
2022-08-16,21.98%,+0.02%,18.46%,24%,0.20349842108723,567482,0.8673543458043,2616240,292.71
2022-08-15,21.96%,-0.59%,18.38%,24%,0.60582883452303,276930,0.89550451732985,2672269,293.47
2022-08-12,22.55%,-0.61%,21.41%,25%,0.78477136847341,344493,0.86556534249184,2645353,291.91
2022-08-11,23.16%,+0.17%,23.38%,27%,0.72093160535566,320687,0.86722641803961,2595708,287.02
2022-08-10,22.99%,-2.61%,22.84%,27%,0.85013623978202,343574,0.85904416257105,2546818,289.16
2022-08-09,25.60%,+1.12%,31.19%,37%,0.70972266343797,285245,0.85712022244489,2496588,282.3
2022-08-08,24.48%,+1.05%,27.60%,33%,0.83576730587451,250529,0.88607413568618,2566879,280.32
2022-08-05,23.43%,-1.50%,24.25%,29%,0.8476889436248,294056,0.86320040127515,2570475,282.91
2022-08-04,24.93%,-0.63%,29.06%,35%,0.70051732538477,237331,0.85974656328213,2546471,283.65
2022-08-03,25.56%,-1.30%,31.08%,37%,0.62611324113695,350751,0.85203059122287,2511735,282.47
2022-08-02,26.87%,+0.92%,35.25%,43%,0.75082768861069,333692,0.86041950044096,2466040,274.82
2022-08-01,25.94%,+1.47%,32.29%,39%,0.83494000615322,322065,0.96357802987498,2592516,278.01
2022-07-29,24.47%,-1.90%,27.58%,35%,0.76260801156387,551164,0.90104088725437,2604215,280.56
2022-07-28,26.37%,-0.69%,33.65%,42%,0.84684852627436,713312,0.87270815948488,2531437,276.41
2022-07-27,27.06%,-9.63%,35.86%,45%,0.79569804882574,793589,0.86227531414636,2396266,268.74
2022-07-26,36.69%,+3.77%,66.71%,91%,0.82196842023387,562172,0.84307693833495,2230042,251.9
2022-07-25,32.92%,-0.08%,54.63%,70%,1.0556706647625,249026,0.84739971375071,2285941,258.83
2022-07-22,33.00%,+0.75%,54.88%,71%,0.80625436863699,297174,0.84663505420869,2239623,260.36
2022-07-21,32.25%,-0.97%,52.49%,69%,0.74072607437933,259356,0.84091068295384,2207517,264.84
2022-07-20,33.22%,-0.63%,55.59%,73%,0.65562019069127,260987,0.83717801154714,2172384,262.27
2022-07-19,33.85%,-1.27%,57.62%,77%,0.71443792872809,220439,0.82855912254878,2135459,259.53
2022-07-18,35.12%,+1.24%,61.69%,86%,0.60712229734253,240088,0.80027970630838,2342821,254.25
2022-07-15,33.88%,-1.74%,57.72%,78%,0.58749190686544,387402,0.81939450373298,2399392,256.72
2022-07-14,35.62%,-0.71%,63.28%,90%,0.59311807927145,307886,0.81864212265883,2377038,254.08
2022-07-13,36.33%,-1.42%,65.57%,91%,0.57726589099364,341885,0.81524048519167,2335011,252.72
2022-07-12,37.75%,+3.73%,70.10%,94%,0.50433949387507,436448,0.81963730682219,2267390,253.67
2022-07-11,34.02%,+1.89%,58.15%,81%,0.83009665951758,186873,0.83776803944186,2300643,264.55
2022-07-08,32.13%,-0.88%,52.09%,72%,0.58914118705036,268603,0.82816419421572,2295017,267.66
2022-07-07,33.00%,-1.65%,54.90%,75%,0.66052681341616,237095,0.82652083338362,2269980,268.4
2022-07-06,34.65%,-1.02%,60.19%,85%,0.82054988641947,255658,0.81974058671683,2229033,266.21
2022-07-05,35.67%,+1.03%,63.45%,91%,0.74389077825423,176909,0.81258205749815,2293132,262.85
2022-07-01,34.64%,-2.23%,60.15%,85%,0.75659316191387,213008,0.81481971252827,2291885,259.58
2022-06-30,36.87%,+2.04%,67.29%,93%,0.77218415838589,234343,0.81271115557779,2264756,256.83
2022-06-29,34.83%,-0.55%,60.76%,87%,0.72206543485041,226381,0.82436658864954,2211364,260.26
2022-06-28,35.38%,+2.33%,62.53%,90%,0.71386318099418,233519,0.82602533946552,2169802,256.48
2022-06-27,33.06%,+2.56%,55.07%,78%,0.79851433836232,187398,0.83694229981722,2206998,264.89
2022-06-24,30.50%,-2.12%,46.87%,67%,0.54876763616475,348307,0.81911331736276,2188477,267.7
2022-06-23,32.62%,-0.30%,53.67%,77%,0.76933543503799,237965,0.81653917005151,2150697,258.86
2022-06-22,32.92%,-0.76%,54.63%,77%,0.72226857396617,255967,0.82034867942458,2099450,253.13
2022-06-21,33.68%,-0.26%,57.05%,81%,0.55595271008597,236371,0.78631136495601,2445755,253.74
2022-06-17,33.94%,-3.51%,57.89%,83%,0.85327415564997,312336,0.83877015074197,2537455,247.65
2022-06-16,37.45%,+4.04%,69.13%,94%,0.89284061404266,241305,0.84938863155357,2515740,244.97
2022-06-15,33.41%,-3.35%,56.20%,81%,0.65084375654102,291818,0.86330815741762,2478893,251.76
2022-06-14,36.76%,-2.44%,66.93%,93%,0.75062195563786,217436,0.8709592045933,2453067,244.49
2022-06-13,39.20%,+5.95%,74.74%,96%,0.84292355995653,305225,0.85872517772503,2494859,242.26
2022-06-10,33.25%,+2.44%,55.70%,82%,0.79379836567057,463835,0.87381995299053,2483308,252.99
